category_code,status,founded_at,closed_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,lat,lng,isClosed,Active_Days
ecommerce,operating,2012,2021.0,CAN,1.0,3652913.0,1.0,2.0,43.653226,-79.3831843,1,3285.0
advertising,operating,2012,2021.0,USA,2.0,35000.0,2.0,2.0,41.8781136,-87.6297982,1,3285.0
education,operating,2012,2021.0,USA,1.0,3250000.0,2.0,3.0,37.3860517,-122.0838511,1,3285.0
enterprise,operating,2009,2021.0,USA,1.0,3000000.0,1.0,1.0,37.3541079,-121.9552356,1,4380.0
biotech,operating,2004,2021.0,DEU,1.0,18142280.0,1.0,1.0,38.9468309,-92.32747,1,6205.0
advertising,operating,2002,2021.0,ROM,1.0,3652913.0,1.0,1.0,44.4267674,26.1025384,1,6935.0
games_video,operating,2008,2021.0,LBN,1.0,3652913.0,1.0,5.0,33.9842691,35.6344491,1,4745.0
public_relations,operating,2010,2021.0,USA,1.0,3652913.0,1.0,1.0,42.3875968,-71.0994968,1,4015.0
software,operating,2008,2021.0,UKR,1.0,3652913.0,1.0,2.0,50.4501,30.5234,1,4745.0
other,operating,2008,2021.0,AUS,1.0,3652913.0,1.0,3.0,-37.8136276,144.9630576,1,4745.0
games_video,operating,2007,2021.0,USA,1.0,3652913.0,2.0,3.0,40.7127753,-74.0059728,1,5110.0
web,closed,2009,2011.0,USA,1.0,3652913.0,2.0,1.0,32.6098566,-85.4807825,0,730.0
web,operating,2012,2021.0,USA,1.0,50000.0,1.0,3.0,40.7127753,-74.0059728,1,3285.0
fashion,operating,2010,2021.0,USA,2.0,1000000.0,2.0,2.0,37.5778696,-122.34809,1,4015.0
other,operating,2006,2021.0,USA,1.0,3652913.0,1.0,1.0,40.7764882,-73.4673454,1,5475.0
public_relations,operating,2007,2021.0,DEU,1.0,259720.0,1.0,3.0,52.5200066,13.404954,1,5110.0
travel,operating,2010,2021.0,DEU,1.0,329850.0,1.0,3.0,52.5200066,13.404954,1,4015.0
software,operating,2007,2021.0,DEU,1.0,3652913.0,1.0,3.0,40.9606542,-73.8257325,1,5110.0
web,operating,2012,2021.0,DEU,1.0,129750.0,1.0,6.0,52.5200066,13.404954,1,3285.0
ecommerce,operating,2010,2021.0,DEU,1.0,3652913.0,2.0,6.0,33.401113,-84.7722109,1,4015.0
advertising,operating,2012,2021.0,DEU,1.0,3652913.0,1.0,3.0,33.401113,-84.7722109,1,3285.0
consulting,operating,2013,2021.0,DEU,1.0,65000.0,1.0,1.0,52.5200066,13.404954,1,2920.0
cleantech,operating,1981,2021.0,USA,1.0,3652913.0,1.0,1.0,34.1104366,-117.9873705,1,14600.0
mobile,closed,2007,2011.0,USA,1.0,3652913.0,1.0,1.0,37.8718992,-122.2585399,0,1460.0
mobile,operating,2012,2021.0,EGY,1.0,3652913.0,1.0,2.0,30.0444196,31.2357116,1,3285.0
messaging,operating,2013,2021.0,USA,1.0,3652913.0,1.0,5.0,41.8492599,-73.5567918,1,2920.0
health,operating,2011,2021.0,DEU,1.0,76311.0,1.0,3.0,52.5200066,13.404954,1,3650.0
software,operating,2012,2021.0,USA,2.0,2300000.0,2.0,4.0,45.5230622,-122.6764815,1,3285.0
software,operating,2010,2021.0,USA,1.0,3652913.0,1.0,1.0,42.2808256,-83.7430378,1,4015.0
consulting,operating,2011,2021.0,IND,1.0,3652913.0,1.0,2.0,20.2960587,85.8245398,1,3650.0
other,operating,1989,2021.0,USA,1.0,3652913.0,1.0,1.0,38.8816208,-77.0909809,1,11680.0
social,operating,2012,2021.0,GBR,1.0,70000.0,1.0,2.0,51.5073509,-0.1277583,1,3285.0
other,operating,2007,2021.0,USA,1.0,3652913.0,1.0,1.0,33.3528264,-111.789027,1,5110.0
consulting,operating,2008,2021.0,AUS,1.0,3652913.0,1.0,2.0,-37.8136276,144.9630576,1,4745.0
other,operating,1961,2021.0,USA,1.0,3652913.0,1.0,1.0,33.1958696,-117.3794834,1,21900.0
advertising,operating,2011,2021.0,USA,1.0,3652913.0,1.0,3.0,40.9445428,-74.0754189,1,3650.0
advertising,operating,2001,2021.0,USA,1.0,3652913.0,1.0,2.0,31.8087678,-85.969951,1,7300.0
games_video,operating,2012,2021.0,AUS,1.0,3652913.0,1.0,3.0,-34.9284989,138.6007456,1,3285.0
advertising,operating,2010,2021.0,UKR,1.0,3652913.0,1.0,2.0,46.482526,30.7233095,1,4015.0
web,operating,2012,2021.0,USA,1.0,3652913.0,1.0,3.0,40.0333961,-83.1582451,1,3285.0
hardware,operating,2011,2021.0,CAN,1.0,3652913.0,1.0,2.0,51.0486151,-114.0708459,1,3650.0
software,operating,2003,2021.0,USA,1.0,3652913.0,1.0,3.0,38.5024689,-122.2653887,1,6570.0
network_hosting,operating,2005,2021.0,RUS,1.0,3652913.0,1.0,2.0,55.755826,37.6172999,1,5840.0
games_video,operating,2012,2021.0,CAN,1.0,3652913.0,1.0,3.0,49.2827291,-123.1207375,1,3285.0
consulting,operating,2013,2021.0,USA,1.0,3652913.0,2.0,2.0,19.4975033,-154.9508104,1,2920.0
education,operating,2010,2021.0,IND,1.0,3652913.0,1.0,1.0,25.321377,74.586953,1,4015.0
web,operating,2012,2021.0,USA,1.0,3652913.0,2.0,1.0,32.6858853,-117.1830891,1,3285.0
software,operating,2012,2021.0,GBR,1.0,3652913.0,1.0,1.0,53.4807593,-2.2426305,1,3285.0
consulting,operating,2011,2021.0,DEU,1.0,3652913.0,1.0,1.0,52.5200066,13.404954,1,3650.0
software,operating,2011,2021.0,ISR,1.0,800000.0,1.0,2.0,31.768319,35.21371,1,3650.0
other,operating,2011,2021.0,USA,1.0,3652913.0,1.0,2.0,39.9525839,-75.1652215,1,3650.0
web,operating,2012,2021.0,IND,1.0,3652913.0,1.0,2.0,28.4594965,77.0266383,1,3285.0
consulting,operating,2008,2021.0,CHE,1.0,3652913.0,1.0,1.0,46.2043907,6.1431577,1,4745.0
web,operating,2002,2021.0,USA,1.0,3652913.0,1.0,2.0,37.9838096,23.7275388,1,6935.0
web,operating,2013,2021.0,GBR,1.0,3652913.0,1.0,3.0,51.5073509,-0.1277583,1,2920.0
web,operating,2011,2021.0,BRA,1.0,300000.0,2.0,3.0,-23.5505199,-46.6333094,1,3650.0
software,operating,2002,2021.0,GBR,1.0,3652913.0,1.0,1.0,52.8140281,-1.6371359,1,6935.0
other,operating,2008,2021.0,USA,1.0,3652913.0,1.0,1.0,33.7444613,-118.3870173,1,4745.0
web,operating,2012,2021.0,USA,1.0,3652913.0,1.0,1.0,34.2257255,-77.9447102,1,3285.0
web,operating,1997,2021.0,DEU,1.0,3652913.0,2.0,2.0,37.7093735,-89.2199264,1,8760.0
advertising,operating,1978,2021.0,USA,1.0,3652913.0,1.0,4.0,40.7607793,-111.8910474,1,15695.0
public_relations,operating,2006,2021.0,USA,1.0,22000000.0,2.0,6.0,37.7749295,-122.4194155,1,5475.0
advertising,operating,2006,2021.0,USA,1.0,3652913.0,1.0,1.0,36.1626638,-86.7816016,1,5475.0
web,operating,2013,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,2920.0
consulting,operating,2013,2021.0,USA,1.0,3652913.0,1.0,2.0,30.267153,-97.7430608,1,2920.0
web,operating,2010,2021.0,USA,1.0,3652913.0,1.0,1.0,41.8781136,-87.6297982,1,4015.0
software,operating,2010,2021.0,USA,1.0,3652913.0,1.0,1.0,33.4936391,-117.1483648,1,4015.0
messaging,operating,2012,2021.0,USA,1.0,1500000.0,1.0,4.0,37.4418834,-122.1430195,1,3285.0
software,operating,2008,2021.0,USA,1.0,8200000.0,1.0,5.0,42.4603719,-71.3489484,1,4745.0
software,operating,2012,2021.0,USA,1.0,3652913.0,1.0,2.0,40.1379904,-75.0727956,1,3285.0
advertising,operating,2001,2021.0,CAN,1.0,3652913.0,1.0,2.0,43.653226,-79.3831843,1,7300.0
hospitality,operating,2005,2021.0,USA,3.0,21769769.0,1.0,3.0,40.7127753,-74.0059728,1,5840.0
software,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,37.4274745,-122.169719,1,3650.0
software,operating,2005,2021.0,USA,1.0,3652913.0,1.0,5.0,34.1425078,-118.255075,1,5840.0
web,operating,2000,2021.0,USA,1.0,3652913.0,1.0,1.0,38.9338676,-77.1772604,1,7665.0
enterprise,operating,1992,2021.0,IND,1.0,3652913.0,1.0,2.0,23.022505,72.5713621,1,10585.0
consulting,operating,2009,2021.0,USA,1.0,3652913.0,1.0,2.0,37.7749295,-122.4194155,1,4380.0
web,operating,1980,2021.0,NLD,1.0,3652913.0,1.0,1.0,51.6788511,5.4012001,1,14965.0
other,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,38.7166871,-121.3644216,1,3650.0
other,operating,2012,2021.0,UGA,1.0,3652913.0,1.0,4.0,0.3475964,32.5825197,1,3285.0
games_video,operating,2012,2021.0,ESP,1.0,195780.0,1.0,5.0,28.5217717,-81.4634578,1,3285.0
software,operating,2002,2021.0,USA,1.0,3652913.0,1.0,1.0,35.6528323,-97.4780954,1,6935.0
consulting,operating,2009,2021.0,USA,1.0,3652913.0,2.0,1.0,36.1699412,-115.1398296,1,4380.0
analytics,operating,2012,2021.0,IRL,1.0,1800000.0,1.0,3.0,40.2309343,-75.5221245,1,3285.0
hardware,operating,2011,2021.0,EST,1.0,3652913.0,1.0,1.0,58.3776252,26.7290062,1,3650.0
government,operating,1989,2021.0,USA,1.0,5300000.0,1.0,1.0,38.984652,-77.0947092,1,11680.0
web,operating,2000,2021.0,DEU,1.0,3652913.0,1.0,2.0,52.5200066,13.404954,1,7665.0
ecommerce,operating,2010,2021.0,USA,1.0,3652913.0,1.0,5.0,32.2217429,-110.926479,1,4015.0
real_estate,operating,1938,2021.0,USA,1.0,3652913.0,1.0,6.0,44.977753,-93.2650108,1,30295.0
mobile,ipo,1987,2021.0,USA,1.0,3652913.0,1.0,4.0,52.205337,0.121817,1,12410.0
network_hosting,operating,2012,2021.0,NLD,1.0,3652913.0,1.0,1.0,51.9169599,4.3988186,1,3285.0
enterprise,operating,2007,2021.0,JPN,1.0,3652913.0,1.0,4.0,35.6092261,139.7301861,1,5110.0
biotech,operating,1993,2021.0,IND,1.0,3652913.0,1.0,1.0,28.4594965,77.0266383,1,10220.0
games_video,operating,2010,2021.0,RUS,1.0,3000000.0,2.0,2.0,55.0083526,82.9357327,1,4015.0
web,operating,2012,2021.0,GBR,1.0,3652913.0,1.0,1.0,51.5073509,-0.1277583,1,3285.0
advertising,operating,2013,2021.0,USA,1.0,50000.0,2.0,2.0,40.7127753,-74.0059728,1,2920.0
cleantech,operating,2006,2021.0,USA,1.0,3652913.0,1.0,4.0,34.0522342,-118.2436849,1,5475.0
web,operating,2008,2021.0,USA,1.0,3652913.0,3.0,3.0,37.36883,-122.0363496,1,4745.0
games_video,operating,2011,2021.0,USA,1.0,3652913.0,1.0,1.0,40.7033164,-73.9881451,1,3650.0
web,operating,2002,2021.0,GBR,1.0,3652913.0,1.0,1.0,36.0181349,-95.9212974,1,6935.0
ecommerce,operating,2011,2021.0,FIN,1.0,2800000.0,2.0,2.0,60.1698557,24.9383791,1,3650.0
network_hosting,operating,2005,2021.0,BEL,1.0,3652913.0,2.0,1.0,50.93069,5.33248,1,5840.0
advertising,operating,2012,2021.0,GLP,1.0,517560.0,1.0,1.0,17.9,-62.833333,1,3285.0
enterprise,operating,2013,2021.0,USA,1.0,3652913.0,1.0,2.0,38.6270025,-90.1994042,1,2920.0
software,operating,1998,2021.0,USA,1.0,3652913.0,1.0,4.0,39.0839973,-77.1527578,1,8395.0
ecommerce,operating,2011,2021.0,USA,1.0,400000.0,1.0,4.0,37.7749295,-122.4194155,1,3650.0
software,operating,2012,2021.0,GEO,2.0,58000.0,1.0,1.0,33.7489954,-84.3879824,1,3285.0
web,operating,2012,2021.0,USA,2.0,800000.0,1.0,2.0,52.205337,0.121817,1,3285.0
other,operating,2012,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,3285.0
software,operating,2010,2021.0,USA,1.0,3652913.0,1.0,2.0,39.9525839,-75.1652215,1,4015.0
advertising,operating,1980,2021.0,USA,1.0,3652913.0,1.0,1.0,43.0116784,-88.2314813,1,14965.0
software,operating,2006,2021.0,AUS,1.0,285000.0,1.0,1.0,-37.8136276,144.9630576,1,5475.0
software,operating,2012,2021.0,USA,1.0,3652913.0,1.0,4.0,37.7749295,-122.4194155,1,3285.0
games_video,operating,2008,2021.0,AUT,1.0,227505.0,1.0,2.0,48.2081743,16.3738189,1,4745.0
web,operating,2012,2021.0,USA,1.0,3652913.0,1.0,3.0,32.715738,-117.1610838,1,3285.0
games_video,operating,2012,2021.0,GBR,1.0,3652913.0,1.0,1.0,47.6566727,-122.3152804,1,3285.0
education,operating,1997,2021.0,USA,1.0,3652913.0,1.0,3.0,33.6845673,-117.8265049,1,8760.0
software,operating,2012,2021.0,CAN,1.0,192622.0,1.0,2.0,28.8052674,-97.0035982,1,3285.0
other,operating,2012,2021.0,USA,1.0,3652913.0,1.0,1.0,40.7127753,-74.0059728,1,3285.0
ecommerce,operating,2012,2021.0,USA,1.0,3652913.0,1.0,4.0,40.7127753,-74.0059728,1,3285.0
software,operating,2005,2021.0,AUS,1.0,3652913.0,1.0,1.0,-33.86488,151.16735,1,5840.0
web,operating,2008,2021.0,USA,1.0,270000.0,1.0,7.0,40.7127753,-74.0059728,1,4745.0
mobile,operating,2006,2021.0,NZL,2.0,9000000.0,1.0,2.0,-36.8484597,174.7633315,1,5475.0
travel,operating,2013,2021.0,CAN,1.0,200000.0,1.0,6.0,45.5016889,-73.567256,1,2920.0
enterprise,operating,2008,2021.0,USA,1.0,3652913.0,1.0,2.0,42.331427,-83.0457538,1,4745.0
other,operating,2006,2021.0,USA,1.0,3652913.0,1.0,3.0,40.7127753,-74.0059728,1,5475.0
software,operating,1999,2021.0,USA,2.0,20000000.0,1.0,8.0,45.3840077,-122.7639851,1,8030.0
mobile,operating,2009,2021.0,IND,1.0,3652913.0,1.0,2.0,28.6139391,77.2090212,1,4380.0
ecommerce,operating,2012,2021.0,CHN,1.0,3652913.0,1.0,1.0,39.9041999,116.4073963,1,3285.0
software,operating,2005,2021.0,USA,1.0,5135754.0,1.0,3.0,37.7749295,-122.4194155,1,5840.0
consulting,operating,2009,2021.0,IND,1.0,3652913.0,1.0,1.0,19.0759837,72.8776559,1,4380.0
software,operating,2007,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,5110.0
biotech,operating,1976,2021.0,USA,1.0,16000000.0,1.0,3.0,47.6062095,-122.3320708,1,16425.0
other,operating,1910,2021.0,USA,1.0,3652913.0,1.0,1.0,39.7392358,-104.990251,1,40515.0
consulting,operating,2006,2021.0,CAN,1.0,3652913.0,1.0,1.0,51.253775,-85.323214,1,5475.0
ecommerce,operating,2009,2021.0,GBR,1.0,3652913.0,1.0,1.0,51.5073509,-0.1277583,1,4380.0
other,operating,1957,2021.0,USA,1.0,3652913.0,1.0,1.0,41.8781136,-87.6297982,1,23360.0
other,operating,2012,2021.0,IND,1.0,3652913.0,1.0,1.0,26.9124336,75.7872709,1,3285.0
education,operating,2012,2021.0,BGD,1.0,3652913.0,1.0,1.0,23.810332,90.4125181,1,3285.0
advertising,operating,2004,2021.0,USA,1.0,3652913.0,1.0,1.0,25.7616798,-80.1917902,1,6205.0
software,operating,2010,2021.0,IND,1.0,3652913.0,2.0,3.0,12.9715987,77.5945627,1,4015.0
web,operating,2009,2021.0,USA,1.0,3652913.0,1.0,2.0,33.6188829,-117.9298493,1,4380.0
software,operating,2013,2021.0,USA,1.0,600000.0,2.0,4.0,37.7749295,-122.4194155,1,2920.0
public_relations,operating,1991,2021.0,GBR,1.0,3652913.0,1.0,2.0,51.5719443,-0.7769422,1,10950.0
software,operating,2005,2021.0,GBR,1.0,3652913.0,1.0,4.0,55.953252,-3.188267,1,5840.0
web,operating,2013,2021.0,USA,1.0,3652913.0,1.0,1.0,30.267153,-97.7430608,1,2920.0
web,operating,2012,2021.0,ESP,1.0,375000.0,2.0,2.0,41.2371851,1.805886,1,3285.0
ecommerce,operating,2007,2021.0,IND,1.0,3652913.0,1.0,2.0,12.9715987,77.5945627,1,5110.0
software,operating,1997,2021.0,USA,1.0,3652913.0,1.0,1.0,34.0736204,-118.4003563,1,8760.0
games_video,operating,2009,2021.0,FIN,2.0,2500000.0,2.0,3.0,60.1698557,24.9383791,1,4380.0
ecommerce,operating,2006,2021.0,USA,1.0,3652913.0,1.0,4.0,41.4200937,-73.954583,1,5475.0
web,operating,2013,2021.0,RUS,1.0,3652913.0,1.0,3.0,55.755826,37.6172999,1,2920.0
ecommerce,operating,2011,2021.0,IDN,1.0,3652913.0,1.0,2.0,-8.4248244,115.2600506,1,3650.0
ecommerce,operating,2013,2021.0,USA,1.0,3652913.0,1.0,2.0,42.546129,-72.6076286,1,2920.0
web,operating,2000,2021.0,USA,1.0,3652913.0,1.0,1.0,37.2971798,-78.3961973,1,7665.0
web,operating,2012,2021.0,USA,1.0,3652913.0,1.0,1.0,41.8781136,-87.6297982,1,3285.0
biotech,operating,2011,2021.0,USA,2.0,13959116.0,1.0,4.0,35.4083372,-78.7394297,1,3650.0
sports,operating,2011,2021.0,USA,1.0,1250000.0,1.0,3.0,40.7998227,-73.6509622,1,3650.0
travel,operating,2012,2021.0,NLD,1.0,3652913.0,2.0,3.0,53.2193835,6.5665017,1,3285.0
games_video,operating,2002,2021.0,GBR,1.0,3652913.0,1.0,2.0,51.5073509,-0.1277583,1,6935.0
cleantech,operating,2012,2021.0,USA,1.0,3652913.0,1.0,1.0,39.9613759,-105.5108312,1,3285.0
web,operating,2012,2021.0,USA,1.0,3652913.0,1.0,1.0,47.6062095,-122.3320708,1,3285.0
other,operating,1993,2021.0,USA,1.0,3652913.0,1.0,1.0,33.6845673,-117.8265049,1,10220.0
ecommerce,operating,2013,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,2920.0
mobile,operating,2012,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,3285.0
web,operating,2012,2021.0,USA,2.0,1800000.0,2.0,4.0,37.7749295,-122.4194155,1,3285.0
biotech,operating,2010,2021.0,USA,1.0,2998632.0,1.0,5.0,38.9822282,-94.6707917,1,4015.0
consulting,operating,2006,2021.0,USA,1.0,3652913.0,1.0,1.0,42.5319998,-73.7985008,1,5475.0
ecommerce,operating,2013,2021.0,USA,1.0,3652913.0,1.0,2.0,47.6062095,-122.3320708,1,2920.0
web,operating,2007,2021.0,USA,1.0,3652913.0,1.0,1.0,36.0395247,-114.9817213,1,5110.0
other,operating,2011,2021.0,CHL,1.0,3652913.0,1.0,3.0,-33.4488897,-70.6692655,1,3650.0
advertising,operating,2011,2021.0,USA,1.0,3652913.0,1.0,5.0,40.7127753,-74.0059728,1,3650.0
other,operating,2006,2021.0,USA,1.0,3652913.0,1.0,3.0,28.2919557,-81.407571,1,5475.0
web,operating,2006,2021.0,USA,1.0,5000000.0,4.0,8.0,38.9586307,-77.3570028,1,5475.0
web,operating,2013,2021.0,USA,1.0,3652913.0,1.0,2.0,26.9297836,-82.0453664,1,2920.0
software,operating,2010,2021.0,USA,3.0,2959000.0,1.0,6.0,35.79154,-78.7811169,1,4015.0
games_video,operating,2010,2021.0,USA,1.0,3652913.0,1.0,3.0,34.0522342,-118.2436849,1,4015.0
network_hosting,operating,2012,2021.0,IND,1.0,3652913.0,1.0,2.0,12.9715987,77.5945627,1,3285.0
software,operating,2012,2021.0,AUS,1.0,3652913.0,1.0,6.0,-37.8136276,144.9630576,1,3285.0
software,operating,2012,2021.0,USA,1.0,3652913.0,1.0,6.0,36.1626638,-86.7816016,1,3285.0
education,operating,2011,2021.0,USA,1.0,295514.0,1.0,1.0,30.421309,-87.2169149,1,3650.0
hardware,operating,2002,2021.0,USA,1.0,3652913.0,1.0,3.0,41.9778795,-91.6656232,1,6935.0
mobile,operating,2007,2021.0,USA,1.0,3652913.0,1.0,1.0,45.5230622,-122.6764815,1,5110.0
hardware,operating,2013,2021.0,GBR,1.0,3652913.0,1.0,3.0,51.5073509,-0.1277583,1,2920.0
education,operating,1971,2021.0,GBR,1.0,3652913.0,1.0,2.0,51.5073509,-0.1277583,1,18250.0
mobile,operating,2009,2021.0,USA,1.0,3652913.0,1.0,1.0,29.7604267,-95.3698028,1,4380.0
web,operating,2011,2021.0,GBR,1.0,3652913.0,1.0,1.0,41.900101,-71.0897674,1,3650.0
network_hosting,operating,2011,2021.0,VGB,1.0,3652913.0,1.0,4.0,18.4334704,-64.6332782,1,3650.0
network_hosting,operating,2008,2021.0,GBR,1.0,3652913.0,1.0,1.0,51.5073509,-0.1277583,1,4745.0
games_video,operating,1997,2021.0,USA,1.0,3652913.0,1.0,1.0,33.4483771,-112.0740373,1,8760.0
hardware,operating,2013,2021.0,ITA,1.0,3652913.0,1.0,7.0,45.6030238,12.8859589,1,2920.0
mobile,operating,2008,2021.0,USA,1.0,154980.0,1.0,2.0,39.768403,-86.158068,1,4745.0
advertising,operating,2008,2021.0,USA,1.0,3652913.0,1.0,1.0,47.6062095,-122.3320708,1,4745.0
web,operating,2007,2021.0,USA,1.0,3652913.0,1.0,4.0,37.4529598,-122.1817252,1,5110.0
hardware,operating,2007,2021.0,GBR,1.0,3652913.0,1.0,2.0,51.5073509,-0.1277583,1,5110.0
education,operating,2012,2021.0,BRA,1.0,3652913.0,1.0,1.0,-25.4244287,-49.2653819,1,3285.0
news,operating,2012,2021.0,USA,1.0,3652913.0,2.0,4.0,37.7749295,-122.4194155,1,3285.0
web,closed,2007,2011.0,MYS,1.0,40000.0,1.0,2.0,3.1278871,101.5944885,0,1460.0
network_hosting,operating,1999,2021.0,CAN,1.0,3652913.0,1.0,2.0,45.5016889,-73.567256,1,8030.0
health,operating,2011,2021.0,USA,2.0,20250000.0,1.0,1.0,52.205337,0.121817,1,3650.0
web,operating,2006,2021.0,ISR,1.0,3652913.0,4.0,2.0,32.0852999,34.7817676,1,5475.0
mobile,operating,2011,2021.0,NGA,1.0,3652913.0,1.0,2.0,6.5243793,3.3792057,1,3650.0
ecommerce,operating,2010,2021.0,PHL,2.0,1650000.0,1.0,1.0,14.554729,121.0244452,1,4015.0
software,operating,2012,2021.0,FRA,1.0,3652913.0,1.0,1.0,45.1800489,5.791127,1,3285.0
cleantech,operating,2005,2021.0,GBR,1.0,10234700.0,1.0,7.0,51.5073509,-0.1277583,1,5840.0
consulting,operating,2012,2021.0,PRT,1.0,3652913.0,1.0,1.0,40.2033145,-8.4102573,1,3285.0
advertising,operating,2010,2021.0,USA,1.0,3652913.0,1.0,2.0,37.7749295,-122.4194155,1,4015.0
web,operating,2012,2021.0,RUS,1.0,3652913.0,1.0,2.0,55.755826,37.6172999,1,3285.0
education,operating,1999,2021.0,USA,1.0,926349.0,1.0,4.0,47.7510741,-120.7401385,1,8030.0
ecommerce,operating,2006,2021.0,USA,1.0,3652913.0,1.0,1.0,39.9611755,-82.9987942,1,5475.0
other,operating,2013,2021.0,USA,1.0,3652913.0,1.0,2.0,32.4284761,-90.1323087,1,2920.0
cleantech,operating,2010,2021.0,USA,1.0,3652913.0,1.0,2.0,30.627977,-96.3344068,1,4015.0
ecommerce,operating,2013,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,2920.0
hardware,operating,2007,2021.0,HRV,1.0,3652913.0,1.0,2.0,45.8150108,15.9819189,1,5110.0
education,operating,2013,2021.0,USA,1.0,3652913.0,1.0,2.0,40.7127753,-74.0059728,1,2920.0
ecommerce,operating,1998,2021.0,USA,1.0,1200000.0,1.0,1.0,47.4234599,-120.3103494,1,8395.0
search,operating,1999,2021.0,GBR,1.0,3652913.0,1.0,6.0,32.8234621,-97.1705678,1,8030.0
ecommerce,operating,2006,2021.0,USA,1.0,250000.0,1.0,3.0,25.8900949,-80.1867138,1,5475.0
advertising,operating,2009,2021.0,USA,1.0,3652913.0,1.0,3.0,39.2903848,-76.6121893,1,4380.0
web,operating,2009,2021.0,GBR,1.0,3652913.0,1.0,1.0,51.5073509,-0.1277583,1,4380.0
fashion,operating,2004,2021.0,USA,1.0,3652913.0,1.0,3.0,40.7127753,-74.0059728,1,6205.0
games_video,operating,2005,2021.0,USA,1.0,3652913.0,1.0,1.0,37.7749295,-122.4194155,1,5840.0
software,operating,2009,2021.0,USA,1.0,200000.0,1.0,2.0,47.6062095,-122.3320708,1,4380.0
enterprise,operating,2008,2021.0,FRA,1.0,150000.0,1.0,4.0,45.5579451,-94.1632404,1,4745.0
software,operating,2013,2021.0,USA,1.0,3652913.0,2.0,8.0,47.6739881,-122.121512,1,2920.0
web,operating,2007,2021.0,USA,1.0,3652913.0,1.0,2.0,21.3069444,-157.8583333,1,5110.0
other,operating,2008,2021.0,BEL,1.0,3652913.0,1.0,1.0,50.78068,4.19938,1,4745.0
web,operating,2012,2021.0,DEU,1.0,3652913.0,1.0,2.0,49.4874592,8.4660395,1,3285.0
other,operating,2008,2021.0,DNK,1.0,3652913.0,1.0,3.0,55.6760968,12.5683372,1,4745.0
ecommerce,operating,2012,2021.0,GBR,2.0,150000.0,1.0,2.0,51.62144,-3.943646,1,3285.0
consulting,operating,2009,2021.0,FRA,1.0,3652913.0,1.0,1.0,48.856614,2.3522219,1,4380.0
web,operating,2002,2021.0,USA,1.0,3652913.0,1.0,4.0,36.0998596,-80.244216,1,6935.0
sports,operating,2008,2021.0,USA,2.0,352239.0,1.0,1.0,38.8816208,-77.0909809,1,4745.0
software,operating,2002,2021.0,CAN,1.0,3652913.0,1.0,2.0,43.653226,-79.3831843,1,6935.0
web,operating,2005,2021.0,USA,1.0,3652913.0,1.0,7.0,37.8043637,-122.2711137,1,5840.0
enterprise,operating,2008,2021.0,USA,1.0,3652913.0,1.0,1.0,34.0900091,-118.3617443,1,4745.0
web,operating,2007,2021.0,USA,1.0,3652913.0,1.0,2.0,37.8043637,-122.2711137,1,5110.0
ecommerce,operating,2008,2021.0,USA,1.0,3652913.0,1.0,1.0,40.7127753,-74.0059728,1,4745.0
hardware,operating,2005,2021.0,USA,1.0,200000.0,1.0,3.0,39.8912248,-74.9218324,1,5840.0
ecommerce,operating,2006,2021.0,USA,1.0,3652913.0,2.0,2.0,45.5230622,-122.6764815,1,5475.0
search,operating,2007,2021.0,CAN,1.0,3652913.0,1.0,1.0,43.653226,-79.3831843,1,5110.0
education,operating,2012,2021.0,DEU,1.0,3652913.0,1.0,2.0,52.5200066,13.404954,1,3285.0
ecommerce,operating,2004,2021.0,USA,1.0,3652913.0,1.0,4.0,37.7749295,-122.4194155,1,6205.0
cleantech,operating,2011,2021.0,GBR,1.0,200000.0,1.0,5.0,51.5073509,-0.1277583,1,3650.0
other,operating,2013,2021.0,USA,1.0,3652913.0,1.0,6.0,30.267153,-97.7430608,1,2920.0
software,operating,2003,2021.0,USA,1.0,3652913.0,1.0,2.0,41.8781136,-87.6297982,1,6570.0
education,operating,2013,2021.0,USA,1.0,3652913.0,1.0,3.0,40.7127753,-74.0059728,1,2920.0
education,operating,2010,2021.0,DOM,1.0,38631.0,1.0,1.0,19.7509228,-70.4144209,1,4015.0
ecommerce,operating,1999,2021.0,USA,1.0,3652913.0,1.0,3.0,39.7249304,-86.2454956,1,8030.0
security,operating,2000,2021.0,USA,1.0,3652913.0,1.0,3.0,32.7766642,-96.7969879,1,7665.0
enterprise,operating,2012,2021.0,USA,1.0,3652913.0,1.0,1.0,39.7249304,-86.2454956,1,3285.0
hardware,closed,2007,2012.0,USA,1.0,350000.0,1.0,3.0,47.6587802,-117.4260465,0,1825.0
analytics,operating,2012,2021.0,CAN,1.0,3652913.0,1.0,4.0,43.653226,-79.3831843,1,3285.0
